SeqNumber,Avg_Temperature(°C),Avg_Humidity(%),Avg_Sunlight(Lux),Max_Temperature(°C),Max_Humidity(%),Max_Sunlight(Lux),Max_Power(mW),Min_Temperature(°C),Min_Humidity(%),Min_Sunlight(Lux),Min_Power(mW),Avg_Lag_1_Temperature(°C),Avg_Lag_2_Temperature(°C),Avg_Lag_1_Humidity(%),Avg_Lag_2_Humidity(%),Avg_Lag_1_Sunlight(Lux),Avg_Lag_2_Sunlight(Lux),Avg_Lag_1_Power(mW),Avg_Lag_2_Power(mW),Max_Lag_1_Temperature(°C),Max_Lag_2_Temperature(°C),Max_Lag_1_Humidity(%),Max_Lag_2_Humidity(%),Max_Lag_1_Sunlight(Lux),Max_Lag_2_Sunlight(Lux),Max_Lag_1_Power(mW),Max_Lag_2_Power(mW),Min_Lag_1_Temperature(°C),Min_Lag_2_Temperature(°C),Min_Lag_1_Humidity(%),Min_Lag_2_Humidity(%),Min_Lag_1_Sunlight(Lux),Min_Lag_2_Sunlight(Lux),Min_Lag_1_Power(mW),Min_Lag_2_Power(mW),MA6_Temperature(°C),MA6_Max_Temperature(°C),MA6_Min_Temperature(°C),MA6_Humidity(%),MA6_Max_Humidity(%),MA6_Min_Humidity(%),MA6_Sunlight(Lux),MA6_Max_Sunlight(Lux),MA6_Min_Sunlight(Lux),MA6_Power(mW),MA6_Max_Power(mW),MA6_Min_Power(mW),Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Day_1,Day_2,Day_3,Day_4,Day_5,Day_6,Day_7,Day_8,Day_9,Day_10,Day_11,Day_12,Day_13,Day_14,Day_15,Day_16,Day_17,Day_18,Day_19,Day_20,Day_21,Day_22,Day_23,Day_24,Day_25,Day_26,Day_27,Day_28,Day_29,Day_30,Day_31,Hour_7,Hour_8,Hour_9,Hour_10,Hour_11,Hour_12,Hour_13,Hour_14,Hour_15,Hour_16,Hour_17,Minute_0,Minute_10,Minute_20,Minute_30,Minute_40,Minute_50,Avg_Power(mW)
20240716133006,52.0,18.54,56815.03,52.13,18.85,57144.21,1579.16,51.82,17.99,56285.31,1565.75,51.95,51.87,18.66,18.75,56732.73,56640.37,1575.19,1577.52,52.13,52.13,19.23,19.29,57144.21,57144.21,1587.14,1596.62,51.53,51.29,18.42,18.42,56222.42,56179.29,1570.76,1570.76,51.47,51.96,50.91,18.68,19.36,18.04,54836.52,55392.56,54405.18,1627.0,1638.68,1614.86,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
20240716134006,52.41,18.08,55794.22,52.67,18.31,56813.59,1564.28,52.15,17.88,55189.21,1553.44,52.39,52.36,18.07,18.12,55979.84,56162.04,1559.77,1561.57,52.67,52.67,18.31,18.45,57045.39,57102.89,1565.75,1573.4,52.09,52.08,17.88,17.88,55280.86,55318.59,1553.44,1553.44,51.43,51.92,50.87,18.88,19.55,18.29,55176.13,55777.99,54728.91,1608.94,1619.62,1598.34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,
20240716135006,51.71,18.38,54650.87,52.36,19.0,55433.59,1555.34,50.96,17.91,53615.15,1510.99,51.84,51.97,18.29,18.2,54808.28,54951.67,1539.66,1543.8,52.36,52.43,18.97,18.97,55433.59,55433.59,1562.53,1562.53,51.06,51.24,17.91,17.91,53846.95,54206.32,1513.87,1520.53,51.3,51.8,50.8,19.1,19.62,18.54,55239.23,55931.32,54655.84,1591.44,1602.5,1578.92,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
20240716140006,50.71,19.42,54420.33,51.02,19.84,55864.84,1561.36,50.38,19.03,53615.15,1509.84,50.76,50.83,19.33,19.24,54195.36,53999.68,1521.93,1517.18,51.02,51.06,19.83,19.83,55803.75,55286.25,1561.36,1547.44,50.38,50.41,19.0,18.82,53615.15,53615.15,1509.84,1509.84,51.33,51.76,50.93,19.07,19.47,18.57,55322.96,56143.05,54664.22,1571.29,1586.39,1557.06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,
20240716141006,50.69,19.78,56753.04,51.03,19.94,58599.68,1631.84,50.52,19.67,55018.51,1494.29,50.64,50.59,19.79,19.77,56837.67,56762.56,1580.48,1581.95,50.86,50.7,19.94,19.94,58599.68,58599.68,1631.84,1631.84,50.48,50.38,19.67,19.67,55480.31,55480.31,1544.52,1544.52,51.44,51.79,51.11,18.94,19.26,18.6,55706.74,56679.72,54857.09,1562.0,1584.61,1536.91,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,
20240716142006,51.1,19.64,52976.0,51.4,19.98,54493.82,1485.83,50.85,19.31,52154.29,1410.1,51.11,51.1,19.63,19.65,53136.28,53547.41,1443.35,1455.8,51.4,51.4,19.98,19.98,55018.51,56554.84,1494.29,1546.71,50.85,50.85,19.31,19.31,52154.29,52154.29,1410.1,1410.1,51.44,51.77,51.11,18.97,19.32,18.63,55234.92,56391.62,54312.94,1534.71,1562.97,1507.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,
20240716143006,50.06,21.34,50257.87,50.84,22.13,52443.59,1427.72,49.62,20.21,48729.45,1315.1,50.19,50.32,21.13,20.91,50726.5,51046.52,1383.77,1392.12,50.94,51.04,22.13,22.13,53415.7,53415.7,1466.15,1466.15,49.62,49.62,19.86,19.71,49158.9,49158.9,1338.78,1346.13,51.11,51.55,50.75,19.44,19.87,19.0,54142.06,55608.18,53053.63,1500.65,1537.73,1465.63,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,
20240716144006,49.45,22.11,47947.1,49.78,22.54,48892.97,1306.9,49.15,21.6,46132.97,1205.95,49.5,49.56,22.11,22.1,48047.54,48314.38,1277.7,1288.75,49.78,49.78,22.54,22.54,48892.97,49243.36,1315.1,1338.78,49.15,49.22,21.6,21.6,46132.97,46132.97,1205.95,1205.95,50.62,51.07,50.25,20.11,20.57,19.62,52834.2,54288.08,51544.25,1453.05,1494.83,1407.71,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,
20240716145006,48.37,23.1,31359.72,49.5,25.5,50391.56,1408.7,46.6,21.66,19066.67,154.19,48.63,48.83,22.75,22.48,34225.55,36774.55,709.99,812.73,49.5,49.5,24.72,24.16,50391.56,50391.56,1408.7,1408.7,47.13,47.36,21.66,21.66,19415.23,19415.23,154.19,154.19,50.06,50.6,49.52,20.9,21.66,20.25,48952.34,53447.74,45786.17,1297.11,1470.39,1181.58,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
20240716150006,45.26,27.84,23910.67,46.15,29.54,29867.5,426.47,44.31,26.24,18902.5,165.02,45.49,45.75,27.44,26.99,23602.83,23430.25,249.07,250.36,46.6,47.13,29.21,28.59,29867.5,29867.5,426.47,426.47,44.5,44.82,25.5,24.72,18902.5,18902.5,165.02,165.02,49.16,49.78,48.51,22.3,23.27,21.45,43867.4,49114.85,40000.73,1084.48,1281.24,957.44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
20240716151006,42.92,31.61,18987.0,44.0,33.01,44802.5,1239.33,42.22,30.26,13258.33,65.97,43.13,43.36,31.29,30.91,16721.25,17625.25,108.38,119.7,44.31,44.5,33.01,32.58,22145.0,22810.83,176.97,187.9,42.22,42.41,29.54,29.21,13258.33,13258.33,65.97,65.97,47.86,48.61,47.12,24.27,25.45,23.21,37573.06,46815.32,33040.7,857.8,1215.82,719.39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,
20240716152006,42.28,33.06,21470.62,43.13,35.22,39461.66,954.33,41.14,31.25,9878.33,30.06,42.24,42.26,33.03,32.92,22064.04,19494.96,353.61,265.66,43.13,43.13,35.22,35.22,44802.5,44802.5,1239.33,1239.33,41.14,41.14,31.25,31.25,9878.33,9878.33,30.06,30.06,46.39,47.23,45.51,26.51,27.99,25.2,32322.16,44309.96,25994.71,671.44,1127.24,489.38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,
20240716153006,43.9,30.99,30771.16,45.18,32.51,37806.66,883.53,43.11,28.95,12503.33,69.2,43.65,43.38,31.4,31.87,31113.5,31504.83,645.42,658.79,44.76,44.59,33.01,34.15,38868.33,39461.66,927.45,954.33,42.7,41.97,29.42,30.04,12503.33,12503.33,69.2,69.2,45.36,46.29,44.42,28.12,29.72,26.66,29074.38,41870.48,19957.02,549.01,1036.54,281.73,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,
20240716154006,45.5,27.7,34294.83,45.7,28.48,35405.0,809.74,45.29,27.04,33418.33,723.3,45.46,45.41,27.83,28.01,34485.0,34698.0,771.74,781.48,45.7,45.7,28.95,29.42,35445.0,35548.33,814.08,820.66,45.18,44.76,27.04,27.04,33418.33,33435.0,723.3,723.5,44.71,45.61,43.78,29.05,30.71,27.57,26799.0,39622.48,17837.92,463.93,953.68,201.29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,
20240716155006,45.27,27.95,24774.92,46.04,30.33,34003.33,759.6,43.26,26.78,7753.33,19.62,45.5,45.61,27.68,27.5,27353.92,29880.58,552.82,622.89,46.04,46.04,29.48,28.19,34003.33,34003.33,759.6,759.6,44.17,45.15,26.78,26.78,8151.67,9215.83,22.59,31.48,44.19,45.03,43.22,29.86,31.51,28.42,25701.53,36891.11,15952.36,444.41,845.5,178.86,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,
20240716160006,43.43,30.7,25930.67,44.59,32.89,32411.67,655.93,42.29,28.91,7822.5,20.43,43.3,43.28,30.84,30.86,23751.33,21604.83,413.82,362.05,44.31,44.17,32.89,32.89,32411.67,32411.67,655.93,655.93,42.29,42.29,29.3,29.47,7753.33,7753.33,19.62,19.62,43.88,44.77,42.88,30.34,32.07,28.86,26038.2,37315.14,14105.69,480.23,883.74,154.76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,
20240716161006,45.22,28.6,25383.75,45.77,30.27,29541.67,525.51,44.62,27.76,13874.17,89.06,45.21,45.13,28.46,28.49,26738.75,26970.75,436.53,447.56,45.77,45.77,29.03,29.3,29546.67,29616.67,532.69,540.26,44.59,44.31,27.76,27.76,13874.17,13874.17,89.06,89.06,44.27,45.07,43.28,29.83,31.62,28.45,27104.32,34771.66,14208.33,510.41,764.77,158.61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,
20240716162006,42.56,33.34,15520.33,44.32,35.25,27027.5,452.07,41.49,29.93,10528.33,47.84,42.8,43.1,32.93,32.4,14623.17,14767.58,137.31,139.12,44.62,45.13,35.25,35.25,27027.5,27296.67,452.07,452.07,41.49,41.49,29.93,29.03,10528.33,10528.33,47.84,47.84,44.31,45.27,43.34,29.88,31.62,28.23,26112.61,32699.3,14316.66,483.79,681.06,161.58,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,
20240716163006,43.36,31.77,23514.75,43.8,33.6,24715.83,365.26,42.89,31.14,22478.33,273.38,43.2,43.05,32.09,32.42,23763.75,24075.58,323.32,336.46,43.64,43.47,34.38,34.38,24968.33,25852.5,378.65,411.87,42.19,42.18,31.14,31.23,22734.17,23005.0,280.49,287.56,44.22,45.04,43.31,30.01,31.8,28.59,24903.21,30517.5,15979.16,430.24,594.69,195.61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,
20240716164006,41.69,34.8,13109.33,43.12,36.53,21379.17,237.6,40.65,32.06,4367.5,4.28,41.87,42.04,34.45,34.1,13315.0,13545.0,121.66,128.27,43.8,43.8,36.53,36.53,22478.33,22734.17,273.38,280.49,40.65,40.65,31.18,31.14,4367.5,4367.5,4.28,4.28,43.59,44.61,42.53,31.19,33.14,29.43,21372.29,28179.86,11137.36,322.27,499.33,75.77,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,
20240716165006,41.92,34.32,15375.17,42.57,35.88,20294.17,206.36,40.75,33.47,6072.5,10.6,42.04,42.09,34.2,34.19,16810.08,18028.5,142.74,161.79,42.57,42.57,34.73,34.66,20421.67,20434.17,212.32,214.43,41.37,41.55,33.47,33.47,8250.0,8376.67,23.88,24.5,43.03,44.03,42.12,32.26,34.07,30.54,19805.67,25895.0,10857.22,262.41,407.12,74.27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,
20240716170006,38.26,40.82,3927.17,40.13,44.36,5650.0,8.62,36.95,36.53,2835.83,1.48,38.64,39.06,39.97,39.06,4250.83,4784.58,4.86,7.08,40.75,41.37,43.81,43.31,6072.5,8250.0,10.6,23.88,37.16,37.32,35.88,34.73,2912.5,2990.0,1.66,1.85,42.17,43.28,41.22,33.94,35.98,31.82,16138.42,21434.72,10026.11,185.55,299.24,71.11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,
20240717070006,44.76,28.18,5344.0,44.97,29.21,5457.5,10.66,44.52,27.72,5240.0,7.21,44.72,44.65,28.32,28.45,5320.5,5297.58,8.31,7.97,44.97,44.85,29.8,29.8,5430.0,5402.5,10.02,9.7,44.45,44.3,27.72,27.72,5222.5,5200.83,6.8,6.63,39.44,40.58,38.26,40.94,44.31,37.76,4610.42,4850.0,4428.06,4.65,5.51,4.08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
20240717071006,45.58,27.08,5627.5,45.92,28.01,5869.17,18.61,45.11,26.38,5484.17,11.2,45.48,45.4,27.28,27.45,5586.34,5550.84,13.75,12.99,45.81,45.81,28.38,28.38,5785.0,5709.17,17.65,16.16,44.95,44.95,26.38,26.38,5457.5,5430.0,10.66,10.02,41.9,42.91,40.73,34.79,37.97,32.21,5022.9,5158.19,4898.47,6.83,8.16,5.77,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
20240717072006,45.43,26.7,7248.08,46.02,27.46,11064.17,27.7,45.0,26.08,5922.5,19.71,45.51,45.57,26.68,26.62,6728.58,6305.75,22.77,21.8,46.02,46.02,27.46,27.46,10013.33,8027.5,27.34,25.63,45.0,45.0,26.08,26.08,5869.17,5785.0,18.61,17.65,43.59,44.27,42.9,30.74,32.22,29.38,5496.47,6240.14,5185.56,10.19,12.16,8.52,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
20240717073006,44.92,26.87,19873.08,45.36,27.73,25653.33,47.92,44.57,26.21,11296.67,26.91,44.9,44.9,26.9,26.9,18414.17,16909.08,33.04,31.28,45.17,45.2,27.73,27.73,25064.17,24277.5,44.86,41.11,44.57,44.57,26.21,26.21,11064.17,10013.33,26.91,26.91,44.47,44.95,43.96,28.69,29.88,27.72,8024.1,9713.61,6302.08,15.38,19.46,12.38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
20240717074006,44.88,26.96,27149.5,45.27,27.64,28262.5,71.35,44.6,26.01,25875.83,49.45,44.92,44.95,26.92,26.92,26888.58,26602.58,57.57,55.27,45.36,45.36,27.64,27.64,27924.17,27480.83,67.85,62.4,44.6,44.6,26.01,26.01,25653.33,25064.17,47.92,44.86,44.89,45.33,44.46,27.69,28.63,26.93,11728.97,13588.19,9809.31,24.62,30.51,19.93,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
20240717075006,45.11,25.87,31209.83,45.46,26.99,34113.33,133.62,44.66,25.14,29044.17,76.92,45.15,45.15,25.97,26.08,30624.75,30072.42,94.25,88.45,45.46,45.46,26.99,27.14,33447.5,32493.33,125.92,114.52,44.75,44.81,25.14,25.14,28262.5,27924.17,71.35,67.85,45.11,45.5,44.74,26.94,27.84,26.26,16075.33,18403.33,13810.56,40.4,51.64,31.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
20240717080006,45.45,25.07,36680.5,46.29,26.07,38487.5,200.53,44.56,23.9,34567.5,141.41,45.28,45.14,25.24,25.45,36243.08,35772.16,166.7,159.8,46.17,46.03,26.07,26.07,38156.66,37782.5,194.9,189.34,44.56,44.56,23.9,24.1,34113.33,33447.5,133.62,125.92,45.23,45.72,44.75,26.42,27.32,25.62,21298.08,23908.33,18698.47,67.85,83.29,54.27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
20240717081006,46.75,23.41,40320.26,47.49,23.78,42104.37,259.68,46.23,22.98,38794.16,204.82,46.63,46.53,23.47,23.56,39958.57,39599.38,225.42,219.61,47.2,47.01,24.01,24.01,41748.59,41288.59,252.96,246.33,46.23,46.17,22.98,23.04,38487.5,38156.66,200.53,194.9,45.42,45.98,44.94,25.81,26.61,25.05,27080.21,29947.53,24250.14,103.98,123.47,86.54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
20240717082006,47.93,22.02,45026.81,48.13,22.48,47530.94,323.65,47.78,21.66,42709.92,266.91,47.87,47.78,22.19,22.32,44484.16,43964.14,288.22,281.66,48.13,47.98,23.34,23.34,46948.75,46384.53,318.59,311.47,47.49,47.2,21.75,21.78,42104.37,41748.59,259.68,252.96,45.84,46.33,45.4,25.03,25.78,24.32,33376.66,36025.33,30381.38,149.13,172.79,127.74,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
20240717083006,47.9,21.82,50630.54,48.06,22.08,52623.28,397.6,47.72,21.43,48093.36,330.77,47.9,47.94,21.8,21.81,50121.31,49586.92,356.18,349.11,48.07,48.13,22.08,22.08,52292.65,51965.62,389.28,383.15,47.72,47.72,21.43,21.43,47530.94,46948.75,323.65,318.59,46.34,46.78,45.92,24.19,24.84,23.52,38502.91,40520.32,36514.16,203.89,231.07,178.38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
20240717084006,48.73,20.99,54452.68,49.27,21.81,56491.95,475.75,48.24,20.19,52743.67,403.25,48.63,48.48,21.16,21.3,54065.81,53711.64,430.81,423.23,49.27,49.17,21.88,21.88,55834.29,55433.59,465.04,455.64,48.06,47.79,20.28,20.62,52623.28,52292.65,397.6,389.28,46.98,47.45,46.53,23.2,23.87,22.55,43053.44,45225.23,40992.13,267.0,298.47,237.35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
20240717085006,48.64,20.55,58758.53,48.94,21.23,60804.45,559.76,48.3,19.72,56858.51,485.11,48.65,48.71,20.51,20.46,58327.28,57911.48,513.44,504.61,49.05,49.27,21.23,21.23,59992.26,59733.51,553.28,543.02,48.3,48.3,19.72,19.72,56491.95,55834.29,475.75,465.04,47.57,48.03,47.14,22.31,22.91,21.65,47644.89,49673.75,45627.85,337.23,369.5,305.38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
20240717090006,48.42,20.48,64482.11,48.83,21.03,67830.23,643.71,48.05,19.69,61298.59,564.78,48.51,48.55,20.47,20.49,63779.54,63062.94,595.77,587.59,48.94,48.94,21.03,21.03,67158.2,66362.19,635.08,625.47,48.25,48.25,19.69,19.69,60804.45,59992.26,559.76,553.28,48.06,48.45,47.72,21.54,22.07,20.94,52278.49,54564.2,50083.04,409.03,443.36,375.94,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
20240717091006,48.53,20.66,70424.2,49.04,21.42,72333.2,733.72,48.17,19.77,68399.84,651.56,48.43,48.37,20.76,20.75,69973.91,69471.5,684.55,675.41,48.91,48.71,21.42,21.42,72182.27,71587.5,726.5,717.02,48.05,48.05,20.17,20.17,67830.23,67158.2,643.71,635.08,48.36,48.71,48.04,21.09,21.68,20.41,57295.81,59602.34,55017.32,486.06,522.37,450.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
20240717092006,49.0,20.2,74654.58,49.52,20.48,76722.97,824.39,48.62,19.77,72548.83,740.38,48.95,48.91,20.13,20.2,74215.61,73813.29,773.36,764.64,49.35,49.13,20.48,20.65,76205.47,75673.59,813.65,801.51,48.62,48.62,19.77,19.77,72333.2,72182.27,733.72,726.5,48.54,48.94,48.18,20.78,21.34,20.1,62233.77,64467.68,59990.47,567.36,605.82,529.31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
20240717093006,50.54,18.57,79757.71,50.87,19.5,81236.72,915.94,49.72,17.83,77560.31,835.62,50.46,50.33,18.79,19.01,79306.33,78842.02,866.24,856.84,50.87,50.87,20.44,20.44,80848.59,80733.59,907.64,898.83,49.52,49.35,17.83,17.88,76722.97,76205.47,824.39,813.65,48.98,49.41,48.52,20.24,20.91,19.5,67088.3,69236.59,64901.62,652.67,692.21,613.45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
20240717094006,50.56,18.55,83404.65,50.82,19.26,84799.92,1006.66,50.39,17.94,82074.06,926.65,50.51,50.52,18.53,18.46,83048.33,82703.51,957.29,948.56,50.67,50.72,19.26,19.26,84296.8,84140.47,994.9,987.65,50.32,50.32,17.94,17.83,81236.72,80848.59,915.94,907.64,49.28,49.67,48.88,19.84,20.49,19.12,71913.63,73954.58,69790.02,740.62,780.7,700.68,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
20240717095006,50.48,18.3,87321.66,50.83,18.89,90544.53,1092.42,50.23,17.9,85024.53,1014.8,50.48,50.5,18.32,18.29,86747.19,86234.55,1044.22,1035.25,50.83,50.83,18.89,18.72,89423.28,88896.8,1084.58,1072.62,50.23,50.23,17.9,17.9,84799.92,84296.8,1006.66,994.9,49.59,49.99,49.2,19.46,20.1,18.82,76674.15,78911.26,74484.36,829.12,869.47,788.96,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
