Year,Month,Day,Hour,Minute,Avg_WindSpeed(m/s),Avg_Pressure(hpa),Avg_Temperature(°C),Avg_Humidity(%),Avg_Sunlight(Lux),Avg_Power(mW),Max_WindSpeed(m/s),Max_Pressure(hpa),Max_Temperature(°C),Max_Humidity(%),Max_Sunlight(Lux),Max_Power(mW),Min_WindSpeed(m/s),Min_Pressure(hpa),Min_Temperature(°C),Min_Humidity(%),Min_Sunlight(Lux),Min_Power(mW),Med_WindSpeed(m/s),Med_Pressure(hpa),Med_Temperature(°C),Med_Humidity(%),Med_Sunlight(Lux),Med_Power(mW)
2024,5,5,6,00,0.0,1004.65,27.33,100.0,4539.83,5.42,0.0,1004.75,27.8,100.0,5145.0,6.38,0.0,1004.59,26.7,100.0,3762.5,4.41,0.0,1004.64,27.35,100.0,4565.0,5.24
2024,5,5,6,10,0.0,1004.78,26.34,100.0,4913.05,5.36,0.0,1004.85,26.6,100.0,5197.5,6.35,0.0,1004.71,26.1,100.0,4603.33,4.45,0.0,1004.79,26.3,100.0,4935.83,5.41
2024,5,5,6,20,0.0,1004.78,25.95,100.0,6403.08,8.05,0.0,1004.83,26.1,100.0,7807.5,12.67,0.0,1004.75,25.9,100.0,5305.0,5.52,0.0,1004.78,25.9,100.0,6263.33,7.26
2024,5,5,6,30,0.0,1004.92,26.36,100.0,11736.5,41.12,0.0,1004.98,27.1,100.0,15298.33,91.01,0.0,1004.84,26.0,100.0,8380.83,14.97,0.0,1004.93,26.25,100.0,11590.42,32.52
2024,5,5,6,40,0.0,1005.01,30.32,100.0,18210.25,155.93,0.0,1005.07,33.1,100.0,19547.5,192.21,0.0,1004.95,27.4,100.0,15721.67,60.54,0.0,1005.0,30.4,100.0,18553.75,177.23
2024,5,5,6,50,0.0,1005.16,33.18,94.51,16673.67,69.34,0.0,1005.22,33.6,100.0,18952.5,116.81,0.0,1005.08,32.7,90.3,15426.67,53.2,0.0,1005.17,33.2,93.05,16460.84,65.73
2024,5,5,7,00,0.0,1005.28,32.37,88.48,15233.75,68.84,0.0,1005.38,32.6,89.8,19893.33,136.42,0.0,1005.19,32.0,87.5,11783.33,33.49,0.0,1005.28,32.4,88.5,15001.25,57.17
2024,5,5,7,10,0.0,1005.48,30.94,90.16,13122.25,44.59,0.0,1005.55,31.8,93.2,16041.67,66.77,0.0,1005.39,30.4,87.5,11510.83,32.52,0.0,1005.49,30.9,90.05,12395.84,38.88
2024,5,5,7,20,0.0,1005.57,31.5,93.4,28171.67,261.37,0.0,1005.64,33.2,94.7,39640.83,488.45,0.0,1005.53,30.4,90.4,17089.17,74.47,0.0,1005.56,31.3,93.9,27354.17,234.32
2024,5,5,7,30,0.0,1005.68,35.79,78.57,32150.75,303.44,0.0,1005.73,36.9,88.5,37143.33,419.28,0.0,1005.66,33.8,69.1,24489.17,160.8,0.0,1005.68,36.0,78.2,34071.66,332.24
2024,5,5,7,40,0.0,1005.82,37.11,65.47,39624.88,406.56,0.0,1005.89,37.6,67.7,44673.33,499.3,0.0,1005.72,36.8,63.3,31032.5,235.38,0.0,1005.83,37.0,65.6,41998.36,457.97
2024,5,5,7,50,0.0,1005.83,38.23,60.98,34949.12,295.24,0.0,1005.89,38.7,62.7,42508.67,436.24,0.0,1005.78,37.6,58.8,27748.33,181.27,0.0,1005.82,38.3,61.05,35167.5,292.5
2024,5,5,8,00,0.0,1005.82,38.13,58.29,28398.58,185.24,0.0,1005.85,38.6,58.6,30334.17,206.72,0.0,1005.77,37.7,58.0,26605.83,162.5,0.0,1005.84,38.15,58.25,28565.42,187.29
2024,5,5,8,10,0.0,1005.78,38.1,58.24,35969.13,292.92,0.0,1005.87,38.6,59.0,48503.05,490.57,0.0,1005.66,37.7,56.4,26969.17,164.57,0.0,1005.81,38.05,58.6,32562.92,234.76
2024,5,5,8,20,0.0,1005.77,39.98,54.1,54494.91,615.23,0.0,1005.81,41.5,56.3,66890.47,886.92,0.0,1005.7,38.9,51.2,42109.77,377.21,0.0,1005.77,39.8,54.2,53185.7,578.4
2024,5,5,8,30,0.0,1005.92,42.08,49.39,41375.47,378.24,0.0,1006.07,42.5,50.9,53697.81,584.71,0.0,1005.81,41.5,47.9,29384.17,201.99,0.0,1005.88,42.1,49.5,39257.23,333.06
2024,5,5,8,40,0.0,1006.06,41.51,48.29,28945.5,197.19,0.0,1006.09,42.3,49.2,33386.66,252.62,0.0,1006.01,40.7,47.7,24612.5,148.73,0.0,1006.06,41.5,48.25,28699.16,193.14
2024,5,5,8,50,0.0,1006.11,39.46,50.9,24693.17,148.22,0.0,1006.16,40.6,52.8,26265.83,162.41,0.0,1006.06,38.2,49.4,22880.0,131.25,0.0,1006.12,39.5,50.9,24708.33,149.01
2024,5,5,9,00,0.0,1006.18,37.31,55.43,27869.5,179.24,0.0,1006.27,38.0,56.9,28989.17,192.74,0.0,1006.1,36.9,53.4,26556.67,164.82,0.0,1006.19,37.25,55.65,27867.5,178.72
2024,5,5,9,10,0.0,1006.28,36.99,57.19,30392.33,209.54,0.0,1006.43,37.1,57.3,32463.33,236.55,0.0,1006.18,36.9,56.9,28150.83,181.37,0.0,1006.26,37.0,57.25,30320.0,208.14
2024,5,5,9,20,0.0,1006.41,36.97,57.59,26086.0,158.64,0.0,1006.48,37.1,57.9,27939.17,178.94,0.0,1006.35,36.8,57.4,24594.17,141.95,0.0,1006.41,37.0,57.6,26194.16,159.68
2024,5,5,9,30,0.0,1006.48,36.45,58.95,26162.42,165.08,0.0,1006.59,36.8,59.5,34045.0,261.95,0.0,1006.32,36.3,58.1,21466.67,113.34,0.0,1006.5,36.4,59.1,24175.83,140.0
2024,5,5,9,40,0.0,1006.27,38.48,56.27,47431.49,499.77,0.0,1006.31,40.2,59.2,59778.43,763.49,0.0,1006.21,37.0,53.0,36080.83,293.1,0.0,1006.26,38.4,56.5,49741.09,535.04
2024,5,5,9,50,0.0,1006.32,42.31,48.79,56205.05,685.87,0.0,1006.37,43.8,51.9,59861.09,772.25,0.0,1006.26,40.6,45.6,47406.95,496.55,0.0,1006.31,42.4,48.8,57659.92,714.75
2024,5,5,10,00,0.0,1006.07,44.08,42.96,48508.04,536.2,0.0,1006.17,44.3,44.2,62277.89,859.38,0.0,1005.96,43.9,41.9,41272.42,387.66,0.0,1006.05,44.1,42.8,47038.59,493.79
2024,5,5,10,10,0.0,1006.09,42.71,42.96,37940.01,328.49,0.0,1006.22,43.7,43.8,42160.0,398.43,0.0,1005.95,42.4,41.7,35122.5,280.51,0.0,1006.08,42.5,43.25,37573.33,321.74
2024,5,5,10,20,0.0,1006.08,43.16,42.22,45351.33,458.35,0.0,1006.14,43.5,43.5,52833.51,611.52,0.0,1006.01,42.5,40.9,42470.94,407.46,0.0,1006.08,43.35,42.3,44420.54,438.13
2024,5,5,10,30,0.0,1006.12,43.79,40.89,43405.13,422.41,0.0,1006.17,44.0,41.2,45531.02,465.56,0.0,1006.08,43.5,40.5,41540.16,389.72,0.0,1006.12,43.85,41.0,43182.5,416.56
2024,5,5,10,40,0.0,1005.99,43.94,40.5,36292.68,302.81,0.0,1006.09,44.1,40.8,42984.84,419.83,0.0,1005.9,43.6,40.2,31938.33,236.38,0.0,1005.98,43.95,40.55,36222.92,298.09
2024,5,5,10,50,0.0,1005.96,42.08,42.77,35973.98,304.0,0.0,1006.04,43.3,44.5,49122.97,535.7,0.0,1005.85,41.4,40.7,28981.67,197.25,0.0,1005.96,41.85,42.8,34438.33,273.36
2024,5,5,11,00,0.0,1005.88,41.72,44.45,53642.11,630.07,0.0,1005.93,42.2,44.9,58276.25,729.93,0.0,1005.83,41.4,44.0,48639.61,524.72,0.0,1005.88,41.7,44.5,54716.63,654.25
2024,5,5,11,10,0.0,1005.77,42.75,43.14,47330.58,498.69,0.0,1005.81,42.9,44.0,56123.59,679.77,0.0,1005.7,42.4,42.6,42614.69,407.46,0.0,1005.76,42.8,43.05,45196.8,453.91
2024,5,5,11,20,0.0,1005.74,42.49,42.87,43982.11,430.12,0.0,1005.81,42.6,43.3,46463.59,475.07,0.0,1005.68,42.3,42.4,41435.94,386.38,0.0,1005.74,42.5,42.8,43456.52,419.58
2024,5,5,11,30,0.0,1005.58,42.26,42.93,37796.43,323.86,0.0,1005.66,42.4,43.1,42877.03,407.85,0.0,1005.44,42.2,42.8,35356.66,284.0,0.0,1005.6,42.25,42.95,36701.25,306.32
2024,5,5,11,40,0.0,1005.24,42.26,43.36,35915.74,292.19,0.0,1005.42,42.6,44.2,37545.0,317.22,0.0,1005.09,41.8,42.8,34958.33,279.23,0.0,1005.22,42.3,43.2,35787.5,287.91
2024,5,5,11,50,0.0,1005.24,41.54,44.76,28852.25,194.83,0.0,1005.37,41.8,45.4,36077.5,293.56,0.0,1005.11,41.1,44.2,24734.17,143.98,0.0,1005.22,41.6,44.65,27650.42,176.4
2024,5,5,12,00,0.0,1005.17,40.35,46.76,30018.33,209.81,0.0,1005.22,40.9,47.5,36889.16,308.78,0.0,1005.12,40.1,45.7,27676.67,176.43,0.0,1005.16,40.25,47.0,28458.75,188.59
2024,5,5,12,10,0.0,1005.03,40.87,46.97,43840.14,428.53,0.0,1005.13,41.4,47.3,48684.53,520.41,0.0,1004.97,40.5,46.5,40916.64,375.03,0.0,1005.03,40.85,47.15,44276.8,434.35
2024,5,5,12,20,0.0,1004.98,42.17,44.82,53847.67,652.2,0.0,1005.1,42.7,46.2,71199.38,1089.02,0.0,1004.91,41.6,43.4,42354.14,401.28,0.0,1004.97,42.25,44.9,53006.91,614.23
2024,5,5,12,30,0.0,1004.98,44.03,41.44,52136.51,602.53,0.0,1005.02,44.7,43.0,66478.98,942.87,0.0,1004.93,42.9,40.3,39351.56,348.52,0.0,1004.99,44.2,41.3,48809.42,512.78
2024,5,5,12,40,0.0,1004.82,44.76,39.68,66938.74,931.92,0.0,1004.91,45.3,40.0,104883.59,1604.0,0.0,1004.64,44.6,39.4,39660.83,355.9,0.0,1004.88,44.7,39.65,62393.79,856.96
2024,5,5,12,50,0.0,1004.41,47.33,36.32,52168.1,591.73,0.0,1004.63,48.3,39.0,111138.51,1610.5,0.0,1004.25,45.8,34.8,30081.67,208.93,0.0,1004.38,47.45,35.75,37420.58,320.5
2024,5,5,13,00,0.0,1004.14,44.3,38.86,29447.66,203.88,0.0,1004.24,45.9,40.9,34825.83,284.33,0.0,1004.09,43.0,36.4,24987.5,147.46,0.0,1004.14,44.25,38.9,28385.42,188.29
2024,5,5,13,10,0.0,1003.87,43.07,41.56,43845.02,523.82,0.0,1004.08,43.6,42.0,91130.31,1640.11,0.0,1003.75,42.5,40.9,24416.67,138.67,0.0,1003.86,43.05,41.65,42215.78,417.4
2024,5,5,13,20,0.0,1003.67,42.0,42.05,23876.75,127.7,0.0,1003.77,43.4,43.9,26673.33,167.15,0.0,1003.59,40.6,40.7,22052.5,110.82,0.0,1003.66,42.0,41.9,23506.25,120.3
2024,5,5,13,30,0.0,1003.66,41.08,44.2,51716.4,689.55,0.0,1003.79,42.5,45.0,70719.61,1227.84,0.0,1003.53,40.2,42.6,36012.5,300.66,0.0,1003.66,40.9,44.45,46113.2,485.63
2024,5,5,13,40,0.0,1003.42,44.14,40.29,73556.51,1274.61,0.0,1003.53,46.1,42.2,80618.59,1450.61,0.0,1003.34,42.8,37.5,46503.12,491.84,0.0,1003.41,43.9,40.5,78696.83,1415.43
2024,5,5,13,50,0.0,1003.29,45.88,36.51,27227.27,182.76,0.0,1003.39,46.6,38.0,38600.47,335.65,0.0,1003.19,44.3,35.9,20435.0,100.8,0.0,1003.32,46.3,36.1,25371.67,153.31
2024,5,5,14,00,0.0,1003.08,42.31,41.15,20413.33,93.86,0.0,1003.18,43.9,43.5,21382.5,108.8,0.0,1003.03,41.1,38.6,18668.33,74.3,0.0,1003.06,42.15,41.2,20581.66,95.08
2024,5,5,14,10,0.0,1003.02,39.84,46.06,22279.42,116.08,0.0,1003.07,40.8,47.7,31136.67,236.08,0.0,1002.96,39.1,44.0,19370.0,79.64,0.0,1003.01,39.75,46.25,21624.58,106.62
2024,5,5,14,20,0.0,1002.83,39.2,48.29,26843.75,166.1,0.0,1002.92,39.3,48.5,30870.0,223.08,0.0,1002.79,39.0,48.0,24895.0,141.72,0.0,1002.82,39.2,48.3,26417.5,158.22
2024,5,5,14,30,0.0,1002.83,39.46,48.11,19558.25,95.28,0.0,1002.92,39.7,48.4,23861.67,129.4,0.0,1002.74,39.2,47.7,12003.33,38.59,0.0,1002.82,39.45,48.15,21415.0,107.66
2024,5,5,14,40,0.0,1002.87,38.91,48.68,8396.25,20.9,0.0,1002.9,39.7,50.5,10217.5,28.81,0.0,1002.85,37.9,47.6,7881.67,18.7,0.0,1002.86,39.05,48.45,8141.66,19.99
2024,5,5,14,50,0.0,1002.79,37.08,52.54,9613.67,26.19,0.0,1002.83,37.7,53.9,11175.0,33.33,0.0,1002.71,36.5,50.9,8171.67,19.87,0.0,1002.79,37.05,52.65,9470.42,25.44
2024,5,5,15,00,0.0,1002.76,36.06,55.22,13250.83,43.32,0.0,1002.8,36.4,56.0,17012.5,65.99,0.0,1002.66,35.8,54.3,11630.0,34.66,0.0,1002.78,36.05,55.3,12225.42,37.28
2024,5,5,15,10,0.0,1002.59,36.09,56.31,19670.42,92.41,0.0,1002.68,36.7,56.5,24178.33,145.7,0.0,1002.47,35.7,56.1,18019.17,74.53,0.0,1002.58,36.05,56.3,19010.42,84.18
2024,5,5,15,20,0.0,1002.5,37.68,54.28,21920.67,116.36,0.0,1002.58,38.3,55.9,23110.83,127.35,0.0,1002.43,36.9,52.8,20776.67,105.65,0.0,1002.49,37.7,54.35,22039.16,118.46
2024,5,5,15,30,0.0,1002.5,38.83,51.58,30268.43,246.98,0.0,1002.54,39.5,52.6,37465.83,411.12,0.0,1002.45,38.3,50.1,25005.0,152.69,0.0,1002.51,38.8,51.6,28039.17,192.74
2024,5,5,15,40,0.0,1002.53,40.25,48.92,23477.92,162.08,0.0,1002.57,40.5,49.9,33533.33,342.53,0.0,1002.49,39.7,48.1,20732.5,115.77,0.0,1002.52,40.35,48.85,22298.75,141.86
2024,5,5,15,50,0.0,1002.59,40.12,48.14,23051.0,142.72,0.0,1002.63,40.5,49.1,28795.83,226.83,0.0,1002.54,39.5,47.8,20120.0,104.19,0.0,1002.6,40.25,47.9,21757.5,124.24
2024,5,5,16,00,0.0,1002.46,39.23,50.2,23829.42,141.72,0.0,1002.55,39.4,50.7,28203.33,207.44,0.0,1002.38,39.0,49.4,21230.0,104.66,0.0,1002.44,39.25,50.3,23235.0,128.56
2024,5,5,16,10,0.0,1002.3,40.02,49.16,17679.42,98.52,0.0,1002.37,40.6,50.1,26483.33,217.14,0.0,1002.2,39.3,48.4,12771.67,42.79,0.0,1002.3,40.05,49.1,15263.33,62.97
2024,5,5,16,20,0.0,1002.06,37.49,52.8,8956.67,19.97,0.0,1002.16,39.0,55.3,11785.0,35.84,0.0,1001.9,36.3,50.1,7847.5,14.58,0.0,1002.06,37.4,52.85,8489.58,17.12
2024,5,5,16,30,0.0,1001.99,35.31,58.94,10168.34,24.67,0.0,1002.09,36.0,60.9,11331.67,30.89,0.0,1001.88,35.0,56.5,8576.67,16.77,0.0,1002.0,35.15,59.15,10671.25,27.17
2024,5,5,16,40,0.0,1002.09,35.03,61.68,11567.5,30.67,0.0,1002.16,35.1,62.0,12243.33,34.77,0.0,1002.04,35.0,61.1,10669.17,26.5,0.0,1002.08,35.0,61.75,11573.33,30.48
2024,5,5,16,50,0.0,1002.22,34.82,63.25,11094.42,29.62,0.0,1002.32,35.1,64.5,12514.17,35.07,0.0,1002.12,34.5,62.1,10134.17,24.63,0.0,1002.21,34.85,63.2,10930.0,29.61
2024,5,5,17,00,0.0,1002.33,34.23,65.87,8318.17,19.17,0.0,1002.37,34.4,67.0,10134.17,28.77,0.0,1002.3,34.1,64.7,7456.67,14.43,0.0,1002.34,34.2,65.85,8221.25,18.67
2024,5,5,17,10,0.0,1002.37,33.64,68.22,8904.07,21.28,0.0,1002.41,34.0,69.5,9415.83,23.41,0.0,1002.32,33.3,67.1,7846.67,16.64,0.0,1002.37,33.6,68.2,9080.83,22.54
2024,5,5,17,20,0.0,1002.49,32.76,71.66,6467.25,10.76,0.0,1002.58,33.2,73.9,8243.33,18.48,0.0,1002.45,32.2,70.0,5718.33,8.1,0.0,1002.48,32.8,71.45,6198.34,9.74
2024,5,5,17,30,0.0,1002.76,31.31,76.36,4484.75,4.96,0.0,1002.82,32.1,78.3,5354.17,7.05,0.0,1002.68,30.5,74.7,3842.5,3.28,0.0,1002.78,31.3,76.2,4357.92,4.8
2024,5,5,17,40,0.0,1002.82,29.92,80.74,3418.7,2.78,0.0,1003.02,30.4,82.4,3626.67,3.17,0.0,1002.72,29.6,78.7,2840.83,2.16,0.0,1002.76,29.9,80.6,3505.83,2.89
2024,5,5,17,50,0.0,1003.18,29.19,84.34,2022.92,1.07,0.0,1003.32,29.5,85.8,2496.67,1.64,0.0,1003.04,28.9,82.8,1615.83,0.58,0.0,1003.14,29.2,84.45,2032.92,1.02
2024,5,5,18,00,0.0,1003.5,28.48,87.98,1184.33,0.38,0.0,1003.61,28.8,89.8,1543.33,0.55,0.0,1003.37,28.2,86.2,980.83,0.28,0.0,1003.52,28.45,87.95,1115.42,0.34
2024,5,5,18,10,0.0,1003.76,27.93,91.41,767.5,0.25,0.0,1004.04,28.1,92.5,961.67,0.3,0.0,1003.58,27.8,90.3,517.5,0.17,0.0,1003.74,27.9,91.35,783.75,0.26
2024,5,5,18,20,0.0,1004.15,27.63,93.77,282.25,0.1,0.0,1004.23,27.8,94.8,455.0,0.16,0.0,1004.07,27.5,92.6,155.83,0.05,0.0,1004.15,27.6,93.8,269.58,0.1
2024,5,5,18,30,0.0,1004.24,27.5,95.56,67.02,0.02,0.0,1004.26,27.5,96.1,125.83,0.04,0.0,1004.21,27.5,94.9,25.83,0.0,0.0,1004.24,27.5,95.6,60.83,0.02
2024,5,6,5,00,0.0,1005.11,23.66,100.0,46.19,0.0,0.0,1005.17,23.7,100.0,76.67,0.01,0.0,1005.04,23.6,100.0,22.5,0.0,0.0,1005.1,23.7,100.0,43.33,0.0
2024,5,6,5,10,0.0,1005.25,23.59,100.0,191.08,0.02,0.0,1005.32,23.6,100.0,325.83,0.05,0.0,1005.13,23.5,100.0,91.67,0.01,0.0,1005.25,23.6,100.0,180.0,0.02
2024,5,6,5,20,0.0,1005.27,23.5,100.0,701.85,0.21,0.0,1005.29,23.5,100.0,1131.67,0.52,0.0,1005.25,23.5,100.0,374.17,0.07,0.0,1005.26,23.5,100.0,632.5,0.11
2024,5,6,5,30,0.0,1005.28,23.65,100.0,1632.0,1.0,0.0,1005.32,23.8,100.0,2123.33,1.61,0.0,1005.26,23.5,100.0,1215.83,0.58,0.0,1005.29,23.65,100.0,1609.58,0.94
2024,5,6,5,40,0.0,1005.28,24.06,100.0,2756.58,2.53,0.0,1005.32,24.3,100.0,3341.67,3.28,0.0,1005.24,23.8,100.0,2260.83,1.89,0.0,1005.28,24.05,100.0,2715.84,2.48
2024,5,6,5,50,0.0,1005.33,24.54,100.0,4134.08,4.94,0.0,1005.36,24.8,100.0,4802.5,6.38,0.0,1005.31,24.3,100.0,3531.67,3.86,0.0,1005.34,24.55,100.0,4050.83,4.65
2024,5,6,6,00,0.0,1005.37,25.06,100.0,5464.07,9.2,0.0,1005.39,25.4,100.0,6245.83,12.6,0.0,1005.35,24.8,100.0,4895.0,6.48,0.0,1005.38,25.0,100.0,5401.67,10.02
2024,5,6,6,10,0.0,1005.42,26.06,100.0,7184.59,23.54,0.0,1005.46,26.8,100.0,8540.83,43.85,0.0,1005.38,25.6,100.0,6246.67,10.82,0.0,1005.42,26.0,100.0,6644.58,13.38
2024,5,6,6,20,0.0,1005.41,29.18,100.0,9865.37,52.09,0.0,1005.48,31.1,100.0,11297.5,75.53,0.0,1005.33,27.2,100.0,8700.83,28.56,0.0,1005.42,29.0,100.0,9717.5,51.14
2024,5,6,6,30,0.0,1005.46,30.61,100.0,9603.92,25.96,0.0,1005.51,31.2,100.0,9986.67,30.1,0.0,1005.43,29.9,100.0,9384.17,23.41,0.0,1005.46,30.65,100.0,9596.67,25.8
2024,5,6,6,40,0.0,1005.52,29.83,100.0,11870.67,60.1,0.0,1005.62,29.9,100.0,16300.83,163.74,0.0,1005.47,29.7,100.0,10210.83,31.49,0.0,1005.51,29.85,100.0,10886.25,34.64
2024,5,6,6,50,0.0,1005.59,32.24,94.92,16868.5,163.62,0.0,1005.64,34.4,100.0,18272.5,195.1,0.0,1005.55,30.1,86.5,15480.0,121.26,0.0,1005.59,32.25,96.0,16656.25,163.06
2024,5,6,7,00,0.0,1005.56,35.77,75.52,18015.17,163.06,0.0,1005.63,36.3,83.9,21729.17,238.16,0.0,1005.5,34.9,70.7,12785.83,44.24,0.0,1005.56,35.8,73.4,19080.84,200.65
2024,5,6,7,10,0.0,1005.62,38.04,64.12,24061.17,272.58,0.0,1005.68,39.5,69.4,25639.17,296.34,0.0,1005.53,36.6,59.2,22345.0,247.04,0.0,1005.62,38.0,63.9,24178.75,274.79
2024,5,6,7,20,0.0,1005.7,40.49,54.26,28870.0,328.96,0.0,1005.78,41.4,57.5,31210.83,348.91,0.0,1005.62,39.8,51.8,26154.17,303.14,0.0,1005.7,40.4,54.05,29074.58,332.34
2024,5,6,7,30,0.0,1005.76,42.02,48.37,35802.75,400.89,0.0,1005.8,42.2,51.2,39392.5,435.84,0.0,1005.72,41.6,46.2,32152.5,364.02,0.0,1005.76,42.1,48.5,35872.92,402.18
2024,5,6,7,40,0.0,1005.82,42.32,45.42,43106.48,474.46,0.0,1005.87,43.1,46.1,46454.61,513.68,0.0,1005.74,41.9,44.1,40136.66,443.43,0.0,1005.84,42.2,45.55,42942.62,472.0
2024,5,6,7,50,0.0,1005.82,44.18,41.98,50390.48,565.47,0.0,1005.87,45.2,43.7,53933.2,617.18,0.0,1005.8,43.3,40.3,47083.52,522.36,0.0,1005.82,44.1,42.0,50396.94,564.25
2024,5,6,8,00,0.0,1005.9,45.81,38.39,56600.12,655.03,0.0,1005.98,46.2,39.9,59095.62,688.04,0.0,1005.83,45.4,37.6,54103.9,617.85,0.0,1005.9,45.8,38.05,56842.34,659.68
2024,5,6,8,10,0.0,1005.8,47.22,35.78,61022.95,723.04,0.0,1005.83,47.9,37.4,62409.06,755.34,0.0,1005.77,46.4,34.4,59562.81,693.5,0.0,1005.8,47.2,35.75,61153.94,723.22
2024,5,6,8,20,0.0,1005.77,48.5,33.33,64610.05,794.81,0.0,1005.83,48.9,34.3,67009.06,827.2,0.0,1005.69,48.0,32.3,62646.25,761.16,0.0,1005.78,48.55,33.15,64364.06,791.57
2024,5,6,8,30,0.0,1005.7,49.29,31.47,69878.49,871.86,0.0,1005.74,49.6,32.1,71959.45,905.47,0.0,1005.66,49.0,30.9,67643.36,838.76,0.0,1005.7,49.25,31.45,70234.46,868.9
2024,5,6,8,40,0.0,1005.76,49.82,30.57,73876.18,956.52,0.0,1005.79,49.9,30.8,75253.13,1004.14,0.0,1005.74,49.7,30.4,72272.11,919.3,0.0,1005.77,49.85,30.55,73993.52,952.16
2024,5,6,8,50,0.0,1005.8,49.28,30.88,76095.68,1048.75,0.0,1005.86,49.8,31.3,78579.14,1124.53,0.0,1005.76,49.0,30.2,71023.28,917.91,0.0,1005.8,49.2,30.95,76244.1,1046.92
2024,5,6,9,00,0.0,1005.85,47.14,33.36,67128.73,903.06,0.0,1005.89,48.6,35.8,79450.63,1234.2,0.0,1005.79,45.3,31.6,50675.46,500.16,0.0,1005.86,47.35,33.1,68161.76,941.62
2024,5,6,9,10,0.0,1005.92,43.73,38.74,70212.71,985.23,0.0,1005.99,44.9,40.2,78579.14,1187.74,0.0,1005.85,43.1,36.4,52551.4,559.4,0.0,1005.92,43.55,39.05,74339.42,1094.65
2024,5,6,9,20,0.0,1005.96,43.61,39.49,79901.64,1199.54,0.0,1005.98,43.8,39.8,81461.33,1233.12,0.0,1005.91,43.4,39.1,76230.63,1118.72,0.0,1005.96,43.6,39.45,79896.25,1199.24
2024,5,6,9,30,0.0,1006.04,43.32,40.12,82205.63,1262.83,0.0,1006.08,43.5,40.5,84609.45,1315.13,0.0,1005.99,43.0,39.7,78934.92,1181.11,0.0,1006.05,43.4,40.1,83294.14,1286.66
2024,5,6,9,40,0.0,1006.04,42.98,40.27,83361.62,1327.92,0.0,1006.1,43.2,40.6,84183.59,1335.32,0.0,1005.98,42.5,39.9,82216.02,1315.13,0.0,1006.06,43.0,40.4,83493.59,1330.81
2024,5,6,9,50,0.0,1006.07,41.86,40.67,81560.51,1332.39,0.0,1006.12,42.5,41.5,83263.59,1375.27,0.0,1006.01,41.0,40.0,71479.69,1102.57,0.0,1006.08,42.0,40.65,82936.56,1357.12
2024,5,6,10,00,0.0,1006.03,41.46,41.63,82503.52,1363.44,0.0,1006.09,41.8,41.8,83358.83,1399.78,0.0,1006.0,41.0,41.5,81409.22,1337.7,0.0,1006.02,41.45,41.65,82410.08,1362.6
2024,5,6,10,10,0.0,1006.03,42.14,41.77,83244.55,1407.23,0.0,1006.07,42.6,42.4,83980.55,1424.51,0.0,1005.97,41.6,41.2,80104.69,1354.21,0.0,1006.04,42.3,41.75,83692.15,1413.57
2024,5,6,10,20,0.0,1006.04,42.02,42.09,82966.39,1402.75,0.0,1006.09,42.4,43.2,85029.92,1440.09,0.0,1006.0,41.3,41.6,78733.67,1316.52,0.0,1006.03,42.15,41.85,83204.3,1408.0
2024,5,6,10,30,0.0,1006.07,41.56,43.14,86326.14,1448.34,0.0,1006.13,42.2,43.6,86943.59,1454.16,0.0,1005.99,41.0,42.7,85351.56,1444.06,0.0,1006.08,41.55,43.15,86372.19,1447.12
2024,5,6,10,40,0.0,1006.04,42.0,42.49,88349.55,1472.43,0.0,1006.13,42.5,43.4,89256.17,1482.3,0.0,1006.0,41.5,41.8,87380.23,1462.24,0.0,1006.03,42.1,42.4,88339.77,1471.67
2024,5,6,10,50,0.0,1006.07,40.59,45.1,88915.17,1484.29,0.0,1006.14,41.6,46.7,90204.92,1494.8,0.0,1005.96,39.8,43.4,88142.11,1469.91,0.0,1006.06,40.4,45.4,88708.13,1485.3
2024,5,6,11,00,0.0,1006.05,40.1,47.06,92591.89,1492.81,0.0,1006.11,40.5,47.5,94170.63,1507.34,0.0,1005.98,39.9,46.7,90584.06,1475.68,0.0,1006.05,40.0,47.0,92700.78,1494.65
2024,5,6,11,10,0.0,1006.01,41.32,45.91,97103.92,1507.54,0.0,1006.07,41.9,46.8,101313.2,1545.06,0.0,1005.95,40.6,44.9,93771.72,1485.3,0.0,1006.01,41.5,45.9,96355.63,1495.24
2024,5,6,11,20,0.0,1006.0,41.95,44.88,98431.91,1489.11,0.0,1006.03,42.2,45.5,101302.41,1534.95,0.0,1005.95,41.6,44.4,94479.69,1432.07,0.0,1006.0,42.05,44.85,98402.26,1483.43
2024,5,6,11,30,0.0,1005.88,41.67,45.48,98910.24,1497.96,0.0,1005.91,42.1,45.7,101730.07,1533.0,0.0,1005.76,41.2,44.9,96828.2,1470.64,0.0,1005.9,41.65,45.55,99377.06,1495.02
2024,5,6,11,40,0.0,1005.88,39.64,48.45,87588.86,1439.91,0.0,1005.97,41.1,50.6,99009.6,1620.85,0.0,1005.81,38.7,46.0,38043.44,262.26,0.0,1005.88,39.45,48.55,97940.47,1570.83
2024,5,6,11,50,0.0,1005.74,40.18,48.79,96357.42,1519.55,0.0,1005.77,40.8,50.6,99812.8,1570.27,0.0,1005.67,39.0,47.1,85333.59,1337.42,0.0,1005.75,40.4,48.45,97405.9,1539.02
